com.github.normplum.silentshare	NormPlum/SilentShare
com.github.olga_yakovleva.rhvoice.android	RHVoice/RHVoice
com.github.premnirmal.tickerwidget	premnirmal/StockTicker
com.github.rahul_gill.attendance	rahul-gill/Self-Attendance-Tracker
com.github.rsteube.t4	rsteube/t4-launcher
com.github.ruleant.getback_gps	ruleant/getback_gps
com.github.saikcaskey.pokertracker	saikcaskey/pokertracker
com.github.samotari.paynoway	samotari/paynoway
com.github.shadowsocks	shadowsocks/shadowsocks-android
com.github.shadowsocks.plugin.ck_client	cbeuw/Cloak-android
com.github.shadowsocks.plugin.gq_client	cbeuw/GoQuiet-android
com.github.shadowsocks.plugin.v2ray	shadowsocks/v2ray-plugin-android
com.github.shadowsocks.tv	shadowsocks/shadowsocks-android
com.github.shingyx.boomswitch	Shingyx/BoomSwitch
com.github.siggel.coordinatejoker	siggel/coordinatejoker
com.github.soundpod	arunnechully/SoundPod
com.github.sourzo.a_rithist	sourzo/arithist
com.github.stsaz.phiola	stsaz/phiola
com.github.terrakok.wikwok.androidApp	terrakok/Wikwok
com.github.thepiemonster.hidemocklocation	ThePieMonster/HideMockLocation
com.github.thewierdnut.endless_mobile	thewierdnut/endless-mobile
com.github.tianma8023.xposed.smscode	tianma8023/XposedSmsCode
com.github.timboode.statefulspeedometer	timboode/stateful-speedometer
com.github.tmo1.sms_ie	tmo1/sms-ie
com.github.trivialloop.scorehub	trivialloop/scorehub
com.github.umer0586.droidpad	umer0586/DroidPad
com.github.umer0586.sensagram	umer0586/SensaGram
com.github.umercodez.sensorspot	UmerCodez/SensorSpot
com.github.vatbub.scoreboard	vatbub/Scoreboard
com.github.vauvenal5.yaga	vauvenal5/yaga
com.github.vgaj.proxy	vgaj/proxy
com.github.warren_bank.airplay_client	warren-bank/Android-AirPlay-Client
com.github.warren_bank.bonjour_webrtc	warren-bank/Android-Bonjour-WebRTC
com.github.warren_bank.bookmarks	warren-bank/Android-Bookmarks
com.github.warren_bank.exoplayer_airplay_receiver	warren-bank/Android-ExoPlayer-AirPlay-Receiver
com.github.warren_bank.mock_location	warren-bank/Android-Mock-Location
com.github.warren_bank.mock_location.service.microg_nlp_backend	warren-bank/Android-Mock-Location
com.github.warren_bank.mock_location.silently	warren-bank/Android-Mock-Location
com.github.warren_bank.ptt_bluetooth_speaker.receiver	warren-bank/Android-PTT-Bluetooth-Speaker
com.github.warren_bank.ptt_bluetooth_speaker.sender	warren-bank/Android-PTT-Bluetooth-Speaker
com.github.warren_bank.rtsp_ipcam_viewer	warren-bank/Android-RTSP-IPCam-Viewer
com.github.warren_bank.slideshow_screensaver	warren-bank/Android-Image-Slideshow-Screensaver
com.github.warren_bank.sms_automatic_forwarding	warren-bank/Android-SMS-Automatic-Forwarding
com.github.warren_bank.sms_automatic_reply_gps	warren-bank/Android-SMS-Automatic-Reply-GPS
com.github.warren_bank.webcast	warren-bank/Android-WebCast
com.github.warren_bank.webmonkey	warren-bank/Android-WebMonkey
com.github.webierta.call_counter	Webierta/call-counter
com.github.webierta.carfoin	Webierta/carfoin
com.github.webierta.tarifa_luz	Webierta/tarifa_luz
com.github.webierta.todo_manager	Webierta/todo_manager
com.github.whitescent.engine	whitescent/Engine
com.github.whyrising.flashyalarm	yahyatinani/flashy-alarm
com.github.xfalcon.vhosts	x-falcon/Virtual-Hosts
com.github.xiaoshihou.jiyi	xiaoshihou514/jiyi
com.github.yeriomin.smsscheduler	yeriomin/SmsScheduler
com.glitterware.passy	GlitterWare/Passy
com.glosdalen.app	daniel-freiermuth/glosdalen
com.gluege.nightlight	Ra-Na/NightLightApp
com.gmail.anubhavdas54.whatsdeleted	4nubhav/WhatsDeleted
com.gmail.blandilyte.silverdict	Crissium/SilverDict-mobile
com.gmail.cn.leetao94.rssaid	LeetaoGoooo/RSSAid
com.gnethomelinux.midistrum	guysoft/midistrum
com.gohj99.telewatch	gohj99/Telewatch
com.gokadzev.musify	gokadzev/Musify
com.gokadzev.musify.fdroid	gokadzev/Musify
com.goltzkiste.guessaday	mo271/guessaday
com.gonnaggstudio.oh_tai_gi	hschueh/oh_tai_gi
com.goodecho.app	shkarlsson/good-echo
com.goodify.matrixtinz.app	D-e-vGoodify/MatrixTinz
com.goofwear.file85toolkit	goofwear/File85Toolkit
com.google.android.apps.photos	lukaspieper/Gcam-Services-Provider
com.google.android.diskusage	IvanVolosyuk/diskusage
com.google.android.projection.gearhead.xunlocked	Rikj000/Android-Auto-XLauncher-Unlocked
com.google.android.stardroid	sky-map-team/stardroid
com.googol.android.apps.oneplayer	googol-apps/OnePlayer
com.gooseberrydevelopment.pinepods	madeofpendletonwool/PinePods
com.gorden.dayexam	newerZGQ/day_exam
com.gorunjinian.metrovault	gorunjinian/MetroVault
com.goushik.upiwallet	xxwarwolfxx/UPI-Expense-Tracker
com.governikus.ausweisapp2	Governikus/AusweisApp2
com.gpa.calculator.gpa_calculator	mllrr96/Gpa-Calculator
com.gpa.safecharge	AswinChand97/SafeCharger
com.gpl.rpg.AndorsTrail	AndorsTrailRelease/andors-trail
com.graphhopper.maps	boldtrn/graphhopper-maps-capacitor
com.grappim.hateitorrateit.fdroid	Grigoriym/HateItOrRateIt
com.grappim.taigamobile.fdroid	Grigoriym/TaigaMobileNova
com.gravityplay	MetatransApps/Android_APK_2DGravity
com.greenaddress.abcore	greenaddress/abcore
com.greenaddress.greenbits_android_wallet	blockstream/green_android
com.greenart7c3.citrine	greenart7c3/Citrine
com.greenart7c3.nostrsigner	greenart7c3/Amber
com.grmasa.soundtoggle	grmasa/Sound-Toggle
com.growse.android.io.github.hidroh.materialistic	growse/materialistic-nouveau
com.gtp.showapicturetoyourfriend	Somethingweirdhere/Secure-Photo-Viewer
com.guiforge.bati	Guiforge/bati
com.guillaumepayet.remotenumpad	guillaumevpayet/remote-numpad
com.guillot.phylactere	gri38/phylacteres
com.guozhigq.pilipala	guozhigq/pilipala
com.gurkenwerfer.calyx	stefexec/calyx
com.guruswarupa.launchh	guruswarupa/launch
com.gwitko.conduit	gwitko/Conduit
com.gymmane.app	InlitX/GymMane
com.gyorog.polycal	jasongyorog/PolyCal
com.hackerapps.c2k	AnalogGhost/c2k
com.hackerapps.jargon	AnalogGhost/jargon
com.hardbacknutter.nevertoomanybooks	tfonteyn/NeverTooManyBooks
com.hardbacknutter.sshd	tfonteyn/Sshd4a
com.haringeymobile.ukweather	Kestutis-Z/World-Weather
com.harr1424.listmaker	harr1424/ListMaker
com.harsh.shah.saavnmp3	Harshshah6/SaavnMp3-Android
com.harshalbhatia.whatsopen	harshalbhatia/whatsopen
com.haseeb.quranapp	muhammadhaseebiqbal-dev/QuranMajeed
com.hassaneltantawy.alazkar	muslimpack/Al-Azkar
com.hassaneltantawy.hisnelmoslem	muslimpack/HisnElmoslem_App
com.hassaneltantawy.qadaa	muslimpack/Qadaa
com.hazel.android	SibtainOcn/Hazel
com.hazelhope.dubster.hamtest	DubsterDev/HamTestAndroid
com.hbouzidi.fiveprayers	Five-Prayers/five-prayers-android
com.headi.app	MrReSc/Headi
com.health.openscale	oliexdev/openScale
com.health.openscale.sync	oliexdev/openScale-sync
com.health.openworkout	oliexdev/openWorkout
com.hebrewcal	attam5740/hebrewcal-android
com.heeboe.hebrewcalendar	gregnwosu/hebrew_calendar
com.hegocre.nextcloudpasswords	hegocre/NextcloudPasswords
com.hello.randomname	qux-bbb/random-name-android
com.helloworld3003.livewallpaperdinogame	helloworld3003/Live-Wallpaper-Dino-game
com.helloyanis.rucoycalculator	helloyanis/rucoy-calculator
com.henrikherzig.playintegritychecker	herzhenr/spic-android
com.henrikherzig.simplewol	herzhenr/simple-wake-on-lan
com.hexcorp.futoshiki	samgrande/Simple-Futoshiki
com.hexcorp.ringr	samgrande/RingR
com.hfut.schedule	Chiu-xaH/HFUT-Schedule
com.hg.openwrtmanager	hagaygo/OpenWrtManager
com.hhst.litube	HydeYYHH/litube
com.hhvvg.ecm	gitofleonardo/ExtClipboardManager
com.hifnawy.caffeinate	abdalmoniem/Caffeinate
com.hjiangsu.thunder	thunder-app/thunder
com.hmdm.launcher	h-mdm/hmdm-android
com.hobbyone.HashDroid	HobbyOneDroid/HashDroid
com.hos_dvk.easyphone.full	handyopensource/HOSDVK-EasyPhone
com.hotstuff	PamCatten/hot-stuff
com.htetznaing.adbotg	KhunHtetzNaing/ADB-OTG
com.huc.android_ble_monitor	mx0c/Android-BLE-Monitor
com.hugo.theuniversedecides	vitorhugo-dotnet/the_universe_decides
com.huntercoles.pokerpayout	HunterColes/PokerPayout
com.husudosu.mpvremote	husudosu/mpv-remote-app
com.hwloc.lstopo	open-mpi/hwloc
com.hzy.p7zip.app	hzy3774/AndroidP7zip
com.iTrack.app	xaxoman/iTrack-open-source-workout-app
com.iakmds.librecamera	iakdis/librecamera
com.ianhanniballake.localstorage	ianhanniballake/LocalStorage
com.iatfei.streakalarm	fei0316/snapstreak-alarm
com.iatfei.tsconverter	fei0316/OpenCC-android-app
com.iboalali.sysnotifsnooze	gloomy-ghost/sysnotifsnooze
com.ichi2.anki	ankidroid/Anki-Android
com.idunnololz.summit.fdroid	idunnololz/summit
com.igormaznitsa.piratedice	raydac/AndroidPirateDice
com.iiordanov.freeaRDP	iiordanov/remote-desktop-clients
com.iiordanov.freebVNC	iiordanov/remote-desktop-clients
com.illiouchine.jm	MieuxVoter/majority-judgment-offline-urn-android
com.illusionman1212.lyricsgrabbr	illusionman1212/lyrics-grabbr
com.imi.smartedge.sidebar.panel	Imtiaz-Official/Smart-Edge
com.impostormx.org	retired64/ImpostorMX
com.improvement_roll	vukani-dev/improvement-roll
com.in.my.district	jfoclpf/in-my-district
com.indieweb.indigenous	IndiePass/indiepass-android
com.infomaniak.drive	Infomaniak/android-kDrive
com.infomaniak.euria	Infomaniak/android-euria
com.infomaniak.mail	Infomaniak/android-kMail
com.infomaniak.meet	Infomaniak/android-infomaniak-meet
com.infomaniak.sync	Infomaniak/android-kSync
com.inky.fitnesscalendar	Inky-developer/FitnessCalendar
com.inod.screenofftimer	doniarifin/screen-off-timer
com.inspiredandroid.braincup	SimonSchubert/Braincup
com.inspiredandroid.kai	SimonSchubert/Kai
com.inspiredandroid.linuxcommandbibliotheca	SimonSchubert/LinuxCommandLibrary
com.internalpositioning.find3.find3app	schollz/find3-android-scanner
com.invoiceninja.app	invoiceninja/admin-portal
com.ionicframework.backingtrainer763961	spheras/backingtrainer
com.iris.gallery	MohamadOday/iris-gallery
com.isaiahvonrundstedt.fokus	icabetong/fokus-android
com.island.filemanagerutils	rikyiso01/FileManagerUtils
com.ismartcoding.plain	plainhub/plain-app
com.isotjs.todosian	isotjs/todosian-app
com.ispindle.plotter	GlassOnTin/iSpindlePlotter
com.itsfrz.tictactoe	Itsfrz/TicTacToe
com.itsvks.layouteditor	itsvks19/LayoutEditor
com.ivanovsky.passnotes	aivanovski/kpassnotes
com.ivarna.finalbenchmark2	abhay-byte/finalbenchmark-platform
com.ivarna.fluxlinux	abhay-byte/fluxlinux
com.ivarna.mkm	abhay-byte/mkm
com.ivylopez.authsrng	authsrng-game/auths-RNG-apk
com.iyox.wormhole	iyox-studios/iyox-Wormhole
com.iyps	StellarSand/IYPS
com.j.m3play	JAY01-CYBER/M3-Play
com.jabstone.jabtalk.basic	jabstone/JABtalk
com.jaimegonzalezfabregas.shoppinglist	jaimegonzalezfabregas/lista_de_la_compra
com.jairaj.janglegmail.motioneye	JairajJangle/motioneye-android
com.jakubhlavacek.gtfsrealtimemap	TriLinder/FindMyBus
com.jamal2367.styx	jamal2362/Styx
com.jamal2367.urlradio	jamal2362/URL-Radio
com.javalon.englishwhiz	ezechuka/EnglishWhiz
com.jayc180.rhythmengine	jayc180/prog-metronome
com.jbgsoft.ambio	jaimebg/Ambio
com.jbselfcompany.tyr	JB-SelfCompany/Tyr
com.jecelyin.editor.v2	jecelyin/920-text-editor-v2
com.jeffliu.balancetheball	baturkey/Balance-the-Ball
com.jefftharris.passwdsafe	jefftharris/passwdsafe
com.jerameeldelosreyes.bacon	jerameel/bacon
com.jerameeldelosreyes.sushi	jerameel/sushi
com.jerboa	LemmyNet/jerboa
com.jeroen1602.lighthouse_pm	jeroen1602/lighthouse_pm
com.jhc.volumetile	j-hc/VolumeTile
com.jhelum.gyawun	sheikhhaziq/gyawun_music
com.jherkenhoff.qalculate	jherkenhoff/qalculate-android
com.jiaqifeng.hacki	Livinglist/Hacki
com.jim.sharetocomputer	jimmod/ShareToComputer
com.jingcjie.wifi_direct_cable	jingcjie/WDCable_flutter
com.jithware.brethap	jithware/brethap
com.jjewuz.justweather	jjewuz/JustWeather
com.jkcarino.ankieditor	jkennethcarino/AnkiEditor
com.jksalcedo.librefind	jksalcedo/librefind
com.jksalcedo.passvault	jksalcedo/PassVault
com.jkuester.unlauncher	jkuester/unlauncher
com.jlindemann.science	JLindemann42/Atomic-Periodic-Table.Android
com.jlucasgaldino.Praxis	JLucasGaldino/Praxis
com.jmstudios.chibe	raatmarien/chibe
com.jmstudios.redmoon	LibreShift/red-moon
com.joaohouto.assistivemenutool	joaohouto/assistive
com.joeld.minesweeper	JoelDankert/Minesweeper-for-Android
com.johanpy.drivesoberly	JohanPy/DriveSoberly
com.jordanadema.nebula	jordanade/Nebula
com.jovial.jrpn	zathras/JRPN_Android
com.jovial.jrpn15	zathras/jrpn
com.jovial.jrpn2	zathras/jrpn
com.jpkhawam.nabu	jpkhawam/Nabu
com.jpwolfso.privdnsqt	joshuawolfsohn/Private-DNS-Quick-Tile
com.jroddev.android_oss_release_tracker	jroddev/android-oss-release-tracker
com.js.nowakelock	NoWakeLock/NoWakeLock
com.jstappdev.e6bflightcomputer	j05t/e6b
com.jstone.livegalgame	JStone2934/LiveGalGame
com.jtmcn.archwiki.viewer	kevinhinterlong/archwiki-viewer
com.jucktion.healthlog	jucktion/healthlog
com.juliansparber.captiveportallogin	jsparber/CaptivePortalAutologin
com.julij.arsovreme	pro1mantis/ArsoVreme-webapp
com.junjunguo.pocketmaps	junjunguo/PocketMaps
com.junkfood.seal	JunkFood02/Seal
com.justdeax.composeStopwatch	JustDeax/ComposeStopwatch
com.jvdegithub.aiscatcher	jvde-github/AIS-catcher-for-Android
com.jvillalba.apod.md	fighthawkarg/NasaApodMD
com.k.todo	KerlosGirgis/Todo
com.k2040.escaagnellis	Kamui2040/Esca-Agnellis-Android
com.k2040.geojoystick	Kamui2040/K2040-GeoJoystick
com.k3.psaux	orhun/PSAUX
com.kaajjo.libresudoku	kaajjo/LibreSudoku
com.kaeruct.glxy	KaeruCT/GLXY
com.kaeruct.gotosleep	KaeruCT/Go-To-Sleep-Android
com.kaeruct.raumballer	KaeruCT/RaumBaller
com.kaii.photos	kaii-lb/LavenderPhotos
com.kaizen.khushu	greykaizen/khushu
com.kaleedtc.nitterium	kaleedtc/Nitterium
com.kaleedtc.privacium	kaleedtc/Privacium
com.kamwithk.ankiconnectandroid	KamWithK/AnkiconnectAndroid
com.kanedias.vanilla.audiotag	vanilla-music/vanilla-music-tag-editor
com.kanedias.vanilla.coverfetch	vanilla-music/vanilla-music-cover-fetch
com.kanedias.vanilla.lyrics	vanilla-music/vanilla-music-lyrics-search
com.kanedias.vanilla.metadata	vanilla-music/vanilla-music-metadata-fetch
com.karin.idTech4Amm	glKarin/com.n0n3m4.diii4a
com.kasumic.vpndetector	Kasumicic/vpn-inspector
com.katiearose.sobriety	KiARC/Sobriety
com.katoaapps.openminilaunch	katoaapps/openminilaunch
com.katsuyamaki.DroidOSFOSSKeyboardTrackpad	Katsuyamaki/DroidOS
com.katsuyamaki.DroidOSFOSSLauncher	Katsuyamaki/DroidOS
com.kaz.midnight	misterwaztaken/midnight
com.kazufukurou.nanji	artyommironov/nanji
com.kazumaproject.markdownhelperkeyboard.lite.fdroid	KazumaProject/JapaneseKeyboard
com.kblack.offlinemap	khoa083/map-offline-navigation
com.kbul.spicycrab	kirilan/SoloForge
com.kelani.sbdtracker	mburgosfr-star/kelani-sbd-tracker
com.kennyc.open.imgur	Kennyc1012/Opengur
com.kepat.unscopemydata	kepatotorica/UnscopeMyData
com.keshav.capturesposed	99keshav99/CaptureSposed
com.kgurgul.cpuinfo	kamgurgul/cpu-info
com.ki_bun.pioneer	ki-bun/Pioneer
com.kiber_bomzh.songbook	KiberBomzh/songbook-gui
com.kidozh.discuzhub.fdroid	kidozh/DiscuzHub
com.kieronquinn.app.simnumbersetter	KieronQuinn/SIMNumberSetter
com.kin.athena	Kin69/Athena
com.kin.easynotes	Kin69/EasyNotes
com.kinetica.keyboard	EZ-eta/kinetica
com.kingalex.kingpong	KingAlexGilbert/king-pong
com.kingalexgilbert.kingpost	KingAlexGilbert/king-post
com.kingzcheung.xime	ximeiorg/Xime
com.kip.reykunyutsyip	KipJM/Reykunyutsyip
com.kitsumed.shizucallrecorder	kitsumed/ShizuCallRecorder
com.kjxbyz.picguard	picguard/picguard
com.klee.sapio	jonathanklee/Sapio
com.klee.volumelockr	jonathanklee/VolumeLockr
com.knirirr.beecount	knirirr/BeeCount
com.koalasat.pokey	KoalaSat/pokey
com.koje.cards	koje71/com.koje.cards
com.kolakek.pimiwidget	kolakek/pimi-widget
com.kolktech.linxshare	tuxx/LinxShare
com.komodoplatform.komodowallet	KomodoPlatform/komodo-wallet
com.kounex.obsBlade	Kounex/obs_blade
com.kryptos.android	swisslite/Kryptos
com.krystelligence.solipsism	Kenneth-Cho-InfoSec/Solipsism
com.kssidll.arru	KSSidll/Arru
com.ktprograms.watertracker	ktprograms/WaterTracker
com.kuniec.latarka	SebastianKuniec/Latarka
com.kunzisoft.keepass.free	Kunzisoft/KeePassDX
com.kunzisoft.keepass.libre	Kunzisoft/KeePassDX
com.kwasow.musekit	Kwasow/Musekit
com.kylecorry.trail_sense	kylecorry31/Trail-Sense
com.l5rcm.companion	OpenNingia/l5rcm-player-app
com.ladsers.passtable.android	Ladsers/Passtable-Android
com.laert.qrscanner	Laert-Android/Privacy-QR-And-Barcode-Scanner
com.lalumo.app	Eastcoast-Laboratories/Lalumo
com.lavabit.pahoehoe	lavabit/pahoehoe
com.lcdcode.moodcairns	lcdcode/mood-cairns
com.leadaxe.lxbox	Leadaxe/LxBox
com.leaf.explorer	Shiv-Shambhu/Leaf-Explorer
com.leanbitlab.leantype	LeanBitLab/LeanType
com.leanbitlab.ltvL	leanbitlab-org/LtvLauncher
com.learntube.app	akshvaishnav21/LearnTube
com.leastauthority.destiny	LeastAuthority/destiny
com.leekleak.trafficlight	leekleak/traffic-light
com.leinardi.ubuntucountdownwidget	leinardi/UbuntuCountdownWidget
com.lembra.app	tizzenn/lembra
com.lenshrv.foss	LensHRV/lenshrv-app
com.leohearts.alternativeUnlockHook	leohearts/AlternativeUnlockXposed
com.lesspass.android	lesspass/lesspass
com.libreweatherrn	xddq/libre-weather-rn
com.lightplanx.xddk	XDDK/LightPlan
com.likhithpraveenk.storii	likhithpraveenk/storii
com.likhithpraveenk.sudoku	likhithpraveenk/sudoku
com.limbo.emu.main	limboemu/limbo
com.limecore.nexus	Limekana/nexus-command-center
com.limecore.workouttracker	Limekana/limelog
com.limelight	moonlight-stream/moonlight-android
com.limo.notecompanion	LimoDerEchte/NoteCompanion
com.lindevhard.android.raspfinder	LinDevHard/raspb-finder
com.linkedcamera.app	UrbanVue/linked_camera
com.listen1.app	listen1/listen1_mobile
com.lithium.leona.openstud	LithiumSR/openstud_client
com.litlifesoftware.historyofme	litlifesoftware/HistoryOfMe
com.littletrickster.scanner	LittleTrickster/PDF-Doc-Scan
com.livefast.eattrash.raccoonforfriendica	LiveFastEatTrashRaccoon/RaccoonForFriendica
com.livefast.eattrash.raccoonforlemmy.android	LiveFastEatTrashRaccoon/RaccoonForLemmy
com.llamacorp.equate	EvanRespaut/Equate
com.lloydtorres.stately	lloydtorres/stately
com.logger.app	Sanmeet007/logger
com.logseq.app	logseq/logseq
com.lolo.io.onelist	lolo-io/OneList
com.looker.droidify	Droid-ify/client
com.lorenzomarci.sosring	JackRushante/SOSRing
com.lorenzovainigli.foodexpirationdates.foss	lorenzovngl/FoodExpirationDates
com.lostf1sh.pixelplayeross	PixelPlayerHQ/PixelPlayerOSS
com.louis.app.cavity	ninjinskii/Cavity
com.louissimonmcnicoll.simpleframe	Louis-Simon22/simpleframe
com.ltrademark.hourly	ltrademark/HRLY
com.lubenard.oring_reminder	lubenard/oRing_Reminder
com.luc4n3x.levyra	LUC4N3X/Levyra-deepsound
com.lucao.limpazap	lucasew/limpazap
com.luchowl.flybook	Luchowl/flybook
com.luigivampa92.xlogger	LuigiVampa92/XLogger
com.luisbocanegra.substweaks	luisbocanegra/substratum-tweaks
com.luk.saucenao	LuK1337/SauceNAO
com.luk.timetable2	LuK1337/TimeTable2
com.lukeneedham.braillekeyboard	Brailliac/BrailleKeyboard
com.lukeneedham.vibrator	LukeNeedham/Vibrator
com.lukeneedham.videodiary	LukeNeedham/VideoDiary
com.lulu786.Alternate	BioHazard786/Alternate
com.luminaapps.cairn	LuminaAppsDev/cairn
com.lyonbros.turtl	turtl/fdroid
com.m57.hermescontrol	Hy4ri/hermes-mobile
com.ma.tehro	mosayeb-a/tehran-metro
com.maazm7d.quickse	maazm7d/QuickSE
com.maazm7d.termuxhub	maazm7d/TermuxHub
com.mablanco.pricegrab	mablanco/pricegrab
com.machiav3lli.backup	NeoApplications/Neo-Backup
com.machiav3lli.derdiedas	machiav3lli/DerDieDas
com.machiav3lli.fdroid	NeoApplications/Neo-Store
com.madlonkay.orgro	amake/orgro
com.maelchiotti.localmaterialnotes	maelchiotti/LocalMaterialNotes
com.maforn.timedshutdown	maforn/TimedShutdownAndroid
com.mahmoudrh.roomxml	MahmoudRH/D_Note
com.maksimowiczm.findmyip	maksimowiczm/find-my-ip
com.maksimowiczm.foodyou	maksimowiczm/FoodYou
com.malarm	adriablo/malarm
com.malopieds.innertune	Malopieds/InnerTune
com.maloy.muzza	Maloy-Android/Muzza
com.maltaisn.notes.sync	maltaisn/another-notes-app
com.maneeshacooray.gitling	maneeshacooray/Gitling
com.manichord.mgit	maks/MGit
com.manimarank.spell4wiki	manimaran96/Spell4Wiki
com.mantz_it.rfanalyzer	demantz/RFAnalyzer
com.manuelmaly.hn	manmal/hn-android
com.marceljurtz.lifecounter	MarcelJurtz/LifeCounter
com.mardous.booming	mardous/BoomingMusic
com.markleaf.notes	jeiel85/markleaf-android
com.markobl.calllogsync	MarkoBL/AndroidCallLogSync
com.markreader	usamaiqb/mark-reader
com.marktka.calculatorYou	forzzzzz/Calculator-You
com.markusborg.test	mrksbrg/RacketGhost
com.marlinid.marlin	fwille/marlin
com.marotidev.Overmorrow	bmaroti9/Overmorrow
com.marotoweb.cajuscan_app	marotoweb/cajuscan_app
com.martinhammer.tickdroid	martinhammer/tickdroid
com.martinmimigames.littlemusicplayer	martinmimigames/little-music-player
com.martinmimigames.simplefileexplorer	martinmimigames/little-file-explorer
com.martinmimigames.tinymusicplayer	martinmimigames/tiny-music-player
com.marv42.ebt.newnote	marv42/EbtNewNote
com.masterisk_f.accesssupporter	Masterisk-F/StationAccessSupporter
com.matanh.transfer	matan-h/Transfer
com.matedroid	vide/matedroid
com.matejdro.pebbledialer	matejdro/PebbleDialer-Android
com.matelsky.coppelia	j6k4m8/coppelia
com.materializr.app	materializr-cad/materializr
com.mateusrodcosta.apps.share2storage	MateusRodCosta/Share2Storage
com.mateusrodcosta.apps.vidyamusic	MateusRodCosta/VidyaMusic
com.mathclock	thodiet/mathclock
com.mathi_amorim.emmanuel.metrictime	mannyamorim/metrictime
com.matrix.synapse.manager	sureserverman/matrix-synapse-manager-android
com.mattermost.rnbeta	mattermost/mattermost-mobile
com.mattgmg.miracastwidget	mattgmg1990/miracast-widget
com.maximillianleonov.cinemax	AfigAliyev/Cinemax
com.maxistar.textpad	maxistar/TextPad
com.maxrave.simpmusic	maxrave-dev/SimpMusic
com.maze_squirrel	MetatransApps/Android_APK_2DMaze
com.mbosse.gymloga	GymLoga/GymLoga-Android
com.mcdz.seeip	mcdz/LocalIP
com.mde.potdroid	janoliver/pOT-Droid
com.mdiqentw.lifedots	XilinJia/Life-Dots
com.meenbeese.chronos	meenbeese/Chronos
com.megamaced.crate	megamaced/crate-android
com.megamaced.nccollectives	megamaced/nc_collectives_android
com.mendhak.conscryptprovider	mendhak/Conscrypt-Provider
com.mendhak.gpslogger	mendhak/gpslogger
com.mendhak.sheepyhorn	mendhak/SheepyHorn
com.menny.android.anysoftkeyboard	AnySoftKeyboard/AnySoftKeyboard
com.menny.anysoftkeyboard.finnish	AnySoftKeyboard/AnySoftKeyboard
com.mensinator.app	EmmaTellblom/Mensinator
com.meow.lnctattendance	utkarshgupta188/lnctu-app
com.merxury.blocker	lihenggui/blocker
com.metalshard.hyperion	themetalshard/PBScheduleViewer
com.metalshard.projectwave	themetalshard/acoustic-radio
com.metapurge.app	potatameister/MetaPurge
com.meteocool	meteocool/android
com.metrolist.music	MetrolistGroup/Metrolist
com.metromusic	Diffechento/MetroMusic
com.mgoogle.android.gms	TeamVanced/VancedMicroG
com.michaeltroger.gruenerpass	michaeltroger/pdfwallet-android
com.michaldrabik.showly2	trakt/showly
com.micoyc.speakthat	mitchib1440/SpeakThat
com.mikifus.padland	mikifus/padland
com.mileskrell.texttorch	mileskrell/text-torch
com.milki.launcher	milkiLabs/launcher
com.miloshpetrov.sol2.android	MovingBlocks/DestinationSol
com.minar.birday	m-i-n-a-r/birday
com.minar.randomix	m-i-n-a-r/randomix
com.mine.autolight	The-First-King/Auto-Light
com.mine.autooffbluetooth	The-First-King/Auto-Off-Bluetooth
com.mine.autoshine	Valent-in/Auto-Shine
com.mine.autosleep	The-First-King/Auto-Sleep
com.minimo.launcher	VaibhavLakhera/minimo-launcher
com.mirfatif.mylocation	mirfatif/MyLocation
com.mirfatif.noorulhuda	mirfatif/NoorUlHuda
com.mirfatif.permissionmanagerx	mirfatif/PermissionManagerX
com.mishiranu.dashchan	Mishiranu/Dashchan
com.mkulesh.micromath.plus	mkulesh/microMathematics
com.mkulesh.onpc	mkulesh/onpc
com.mkx.hrttracker	mkx173/Featherline
com.ml.proximitysensorfix	marcolettieri/proximitycallfix
com.mmazzarolo.breathly	mmazzarolo/breathly-app
com.mobile.bummerzaehler	Elektropepi/bummerlzaehler
com.mobilefork.hermesagent	adybag14-cyber/hermes-agent
com.mobilerpgpack.phone	sandstranger/doom-wolf-rpg-android-port
com.module.notelycompose.android	tosinonikute/NotelyVoice
com.moi.lumine	SniShaper/lumine-for-android
com.moimob.drinkable	MOIMOB/drinkable
com.money.manager.ex	moneymanagerex/android-money-manager-ex
com.monkopedia.healthdisconnect	Monkopedia/health-disconnect
com.monstera.harbor	Stem0794/harbor
com.monuk7735.nope.remote	monuk7735/nope-remote
com.mookie.circo	MalcolmScruggs/CircoIconPack
com.mooneva.app	aradar46/Mooneva-Cycle-Private-Period-Tracker
com.mostafa.brickblast	ashrafimostafa/Brick-Blast
com.mouzinho.pokebase	luizfilho00/pokedex
com.movietrivia.filmfacts	jlynchsd/FilmFacts
com.mrbimc.selinux	MrBIMC/SELinuxModeChanger
com.mrchandler.disableprox	wardellbagby/sensor-disabler
com.mrl.pixiv	darriousliu/PiPixiv
com.mrmannwood.hexlauncher	MrMannWood/launcher
com.mrsep.musicrecognizer	AudileTeam/Audile
com.mrsep.ttlchanger	aleksey-saenko/TTLChanger
com.msapps.touchdetector	sujithkanna/TouchDetector
com.msb.bluecheese	msbCyricTohoku/Bluecheese-fdroid
com.mschlauch.comfortreader	mschlauch/comfortreader
com.mshdabiola.ludo.foss	mshdabiola/NaijaLudo
com.mshdabiola.playnotepad.foss	mshdabiola/NotePad
com.mskd.flux	the-mskd-dev/Flux
com.mua.unmukto	maifeeulasad/unmukto
